Presenter_SK,Obtained,EventDate,EventTime,Passed,ZiffNumber,Firstname,Middlename,Surname,Day,Temperature,PetType,CoffeeType
8600,No,26-11-2017,,FALSE,1.065,ROBYN-ANN,UY,DAHN,Sat,-2.9,,Medium
8601,,15-06-1992,8:40:34,TRUE,1.934,TONGZHE,WODUAPAI,MOSELEY,Wed,22.2,Elephant,Medium
8602,No,13-09-1999,1:17:52,FALSE,,NALYVANH,GENE-,JUNIUS,Sun,15.1,Snail,Milk
8603,Yes,12-02-2014,18:54:35,TRUE,1.679,KADIN,ALEISHIA,MARSHELL,Thurs,7.2,Cat,Milk
8604,,16-07-1992,8:41:09,FALSE,1.933,TWO,HARITH,INTIZARA,Thurs,30,Dog,Medium
8605,No,21-04-1988,6:12:48,,1.458,CHENOA,JOHN-MATTHEW,ANASTASIADIS,Wed,24.1,Cat,Dark
8606,,22-07-2006,20:08:45,TRUE,1.042,SHARP,SABITRA,WILDEN-MANIKANDAN,Tuesday,26.8,Dog,Dark
8607,,27-09-1988,3:10:26,TRUE,1.099,XENETRIA,,AKHUNDOV,Fri,9.5,,Roasted
8608,,18-09-1988,19:58:29,FALSE,,TIANGE,RUILIANG,CARNABY,Thurs,39.7,Elephant,Medium
8609,No,05-08-2010,,TRUE,1.421,RONIC,RADMILA,FINNSDOTTIR,Sat,32.9,Giraffe,Milk
8610,,12-05-1984,13:19:00,TRUE,1.455,HAZIRAH,,VISNYAI,Fri,19,,Milk
8611,,05-07-2010,2:45:48,TRUE,1.499,JOHNAY,,BOWDEN-LAWRIE,Monday,6.6,Giraffe,Roasted
8612,,06-09-2016,6:43:40,TRUE,1.866,SANKALPANA,SOLINDA,APPELBY,Sat,34.6,Dog,Dark
8613,Yes,01-10-2008,10:20:45,TRUE,,SJAAN,RITHIKA,KUHN-CHIU,Wed,36,Dog,Roasted
8614,,24-06-1985,20:31:37,FALSE,1.34,GALLAGHER,,CRANDON,Thurs,31.1,,Dark
8615,,24-06-2008,16:06:18,,1.908,ADVAITAA,,WILLATS,Thurs,42.9,Dog,Dark
8616,,07-09-2014,19:30:02,FALSE,1.608,HENDRIKUS,GHADEER,DENISON SMITH,Sun,-1.8,Snail,Dark
8617,Yes,28-10-2018,8:18:14,,1.734,FERNANDA,ANDREE,KUCH-KON PACH,Sun,40,Giraffe,Milk
8618,,03-10-1997,8:41:38,TRUE,1.991,LINDRA,,FITZHARRIS,Sun,10.6,,Milk
8619,Yes,11-07-2000,8:00:14,TRUE,1.298,FATIH,,POPIOLKIEWICZ,Fri,-2.8,,Roasted
8620,,27-06-2014,13:28:39,TRUE,,JEGO,KEN,TOMBS,Monday,18.7,,Dark
8621,,30-01-1984,,FALSE,1.228,TISHAN,MANIJEH,FAVERO,Sat,11.3,Elephant,Dark
8622,Yes,09-09-2011,10:36:07,TRUE,,JANE-ANN,EASHAN,ADILA,Sun,27,,Dark
8623,No,25-08-1993,8:57:28,FALSE,1.619,TONIESHA,PEIHONG,BLASCHKA,Sun,36.8,Dog,Roasted
8624,,30-11-1983,22:40:51,FALSE,1.317,DILNAZ,,DERAKHSHANIAN,Fri,-2.3,Giraffe,Medium
8625,No,24-08-2012,21:05:13,TRUE,1.047,CALLIOPE,,SCHELL-MCGILLIVRAY,Fri,24.7,Elephant,Roasted
8626,Yes,17-02-1987,15:02:05,TRUE,1.079,ADRIANO,RUIYUAN,THATCHER HOSKIN,Monday,41.3,Giraffe,Roasted
8627,,24-04-1999,23:41:24,TRUE,1.028,KHARMEN,,BODY,Fri,15.9,Dog,Roasted
8628,,15-02-2003,0:45:42,TRUE,,TRENNA,NUTTAWOOD,ORDYNSKI,Thurs,38.9,Dog,Milk
8629,,30-03-2005,12:08:53,FALSE,1.648,CHARMAGNE,SIBEL,DUDLEY  MARTIN,Wed,33.7,Giraffe,
8630,,21-10-2000,3:18:02,,1.548,RAFIQ,ELDRONE,GROCH MCPHERSON,Wed,-0.2,Cat,Milk
8631,,11-01-1996,19:57:01,TRUE,1.809,ORIKA,,ZHANG,Wed,-1.3,Dog,Milk
8632,,22-08-1985,,FALSE,1.782,CHAMUDRI,SHADNAN,WARNE,Tuesday,41,Cat,Dark
8633,No,22-11-1992,21:05:04,TRUE,1.061,GRACIEANNE,AHZA,MUKERJI,Monday,5,Snail,Dark
8634,,,6:37:37,,1.376,MIKAELI,,SPARTALIS,Wed,35.9,Cat,Medium
8635,,21-08-2002,3:53:40,FALSE,1.767,DARIN,,RANDHAWA,Sun,18.9,Dog,Medium
8636,,,11:23:57,,1.156,NATALYA,LOLL,SPARROW BENVEGNU,Wed,14.7,Cat,Milk
8637,Yes,20-10-1996,6:05:44,TRUE,1.352,KEYAN,,PARSEY,Sun,36.2,Elephant,Roasted
8638,,02-04-1980,,TRUE,1.357,XHAI,AMBRINE,TOMNEY-DUNN,Fri,17.8,Dog,Medium
8639,,03-05-2019,19:17:09,TRUE,1.535,TALEISHA-MARIE,AQAINUS,GABBERT,Sat,14.2,Cat,Dark
8640,No,04-09-1983,7:22:37,TRUE,,ENA,RUPINDER,BUCKTIN,Sat,18.5,Giraffe,Milk
8641,,11-07-1980,9:11:25,FALSE,1.049,HEADLY,RIVER POE,AMBLER-KNAGGS,Fri,25,Giraffe,Medium
8642,,01-03-2005,20:56:03,FALSE,,MACKENZY,,WACHIRA,Monday,15.1,Elephant,Medium
8643,Yes,05-01-2001,18:57:08,TRUE,1.218,LIORA,,PRETLOVE,Sat,31.3,Snail,Roasted
8644,No,14-05-2007,15:34:58,FALSE,1.391,HERSHAL,,BANKES,Tuesday,35.4,Giraffe,Milk
8645,No,26-08-2004,8:41:29,TRUE,1.346,SHANILLE,RIVAH,QOVU,Monday,22.7,Snail,Dark
8646,No,27-05-2016,7:05:15,FALSE,1.725,SABABUL,TAEYEONG,ABOLINS,Sat,5.3,,Medium
8647,,06-11-1993,8:41:43,FALSE,1.02,ESCASINAS,,HAILE,Fri,29.3,,Roasted
8648,,,11:48:18,FALSE,,JANNATUN,TARLITAH,ISSACSON,Wed,35,Elephant,Medium
8649,,19-07-2001,8:55:12,FALSE,1.591,OCEANYA,,JOHNSTONE-CSER,Sun,20.9,Snail,Milk
8650,,24-05-2009,23:37:30,TRUE,1.608,TOBEY,,SONBAIT,Sun,6.3,Cat,Medium
8651,No,31-05-1998,,TRUE,1.442,SARI,TIEANDRA,WEITS,Fri,31.3,,Medium
8652,,27-12-1992,,FALSE,1.881,JINLONG,,BUASAI,Tuesday,10.1,Snail,Dark
8653,No,17-09-2014,14:42:07,FALSE,,JADE-JANET,DAILA,ASSENDER,Wed,35.6,Dog,Milk
8654,,06-05-2012,17:34:49,TRUE,1.661,MYKAH,GOUVEIA,NIKOLAEFF-KEANE,Tuesday,37.1,Snail,Roasted
8655,,09-09-2013,1:21:53,TRUE,1.815,KEVORK,HARU,GHIMIRAY,Monday,9.1,Snail,Roasted
8656,,13-03-1981,18:51:34,FALSE,1.776,KUENZANG,WRIDE,PAIK,Fri,35.4,Giraffe,Roasted
8657,Yes,20-03-1988,6:12:25,,1.61,AGNES ANN,MATTIE,NAGRA,Wed,44.5,Elephant,Roasted
8658,,09-09-1996,22:16:59,FALSE,1.716,ELIZABELLA,ZANIA,MISHIKU,Sat,15,Giraffe,Roasted
8659,,28-02-2017,13:26:01,TRUE,,JAKEB,MEBRAHTU,SKINN,Sun,42.1,Snail,Medium
8660,,29-12-1996,8:48:22,FALSE,1.982,TIEU,MONTAYHA,AUGUSTE,Thurs,-2,Giraffe,Milk
8661,Yes,02-08-1989,,TRUE,1.344,ORIELLA,RUTH,MARTIN-HARRISON,Monday,38.8,,Roasted
8662,,07-12-2005,4:56:23,TRUE,1.31,EVONNE,REMMIE,WILSON-RIGNEY,Sat,11.5,,Dark
8663,,19-05-1999,23:32:26,TRUE,1.747,SINAGLAYA,QADIR,GYE,Tuesday,19.1,,Milk
8664,,11-05-1983,18:46:29,TRUE,1.981,SEMESA,,ASHWORTH-KEPPEL,Fri,41.3,Giraffe,Milk
8665,Yes,10-12-1990,9:08:40,FALSE,1.378,DEBENHAM,MAYEY,BOMEDIANU,Sun,15.8,Cat,Milk
8666,,08-12-1998,14:43:10,FALSE,,AKEISHA,KAMELLIA,GIANNITTO,Fri,37.7,Elephant,Dark
8667,,15-05-2001,18:43:20,FALSE,1.942,SEUNGWOO,ARGYRO,ALTHMANN DA COSTA,Sun,3.4,Cat,Roasted
8668,Yes,31-08-2017,18:23:40,TRUE,1.268,JAMEELEE,LUIS,DIX-MANLEY,Thurs,45.4,Snail,Dark
8669,,30-07-1989,20:25:20,FALSE,1.55,BRAITH,,CHRISTOPHERS,Tuesday,0.3,Snail,Dark
8670,,28-08-1980,9:54:28,FALSE,1.796,JAZIAH,,MULES,Sat,25.8,Cat,Medium
8671,No,,17:25:17,TRUE,1.368,TRELAS,,HOOK,Fri,29.4,Snail,Medium
8672,No,01-10-1997,23:35:10,TRUE,1.903,MASUD,PAW,COX-WADEY,Thurs,1.4,Elephant,Roasted
8673,,23-11-1986,15:15:52,FALSE,1.95,BINDY,FREYJA,KURIHARA,Thurs,11,Dog,Medium
8674,No,28-08-2012,11:28:07,TRUE,1.571,DEK,,SCHIMANSKI-HUNT,Thurs,16.7,,Medium
8675,,28-07-2020,18:52:46,TRUE,1.992,NA,,FALLO,Thurs,44.4,Snail,Medium
8676,,04-09-1993,1:02:43,FALSE,1.314,FERHAN,CHANUNYA,MASTROGIUSEPPE,Sun,23.4,Giraffe,Roasted
8677,,28-04-2015,13:53:43,FALSE,1.86,ZIGRIDA,,FELLER,Sat,26.2,,Dark
8678,Yes,19-02-1991,8:12:23,,1.07,ANANTACHAI,,GIANCOLA,Fri,36.3,Cat,Medium
8679,,23-03-1983,23:31:53,TRUE,,ARMANI,JAISAAC,ROLDAN,Thurs,23.3,Snail,Milk
8680,No,07-07-1984,21:49:11,FALSE,1.526,AMADOR,KENDALL-JAYMES,SIN,Sun,3.9,Giraffe,Roasted
8681,Yes,16-04-2004,2:14:23,TRUE,1.669,COUZNER,LUKKA,SALERNO,Sat,38.7,,Medium
8682,No,27-04-1981,21:57:06,FALSE,1.395,BRAMBLEY,SAADAT,SHOEMARK,Tuesday,8.4,Dog,Milk
8683,,22-02-2015,17:14:33,TRUE,,COORAIN,,GWYNNE-ROBERTSON,Thurs,43.7,,Milk
8684,,18-07-1986,21:49:22,FALSE,1.199,JORJA,,MCCONVILLE,Wed,45.1,Elephant,Roasted
8685,Yes,27-09-2020,21:27:45,TRUE,1.425,GURSHAN,,MATTSON,Tuesday,3,Snail,Roasted
8686,,25-05-1998,12:09:15,FALSE,1.951,PLOUTARHOS,TRENGOVE,JENDRZEJAK,Sun,35.2,Snail,Milk
8687,,24-02-1984,21:27:39,TRUE,1.29,DEVANTI,ALIXANDRA,O'SULLIVAN,Tuesday,15.7,Giraffe,Milk
8688,,29-04-1986,18:32:32,TRUE,1.564,LADD,,HARYANTO,Wed,45.6,Cat,Roasted
8689,,06-09-2003,17:45:13,FALSE,1.059,DELILAH,ANNIE,GAMERTSFELDER,Wed,18.1,Dog,Dark
8690,,15-09-1990,19:06:29,FALSE,1.934,ONSMAN,CLIFFORD,GRUNWALD,Tuesday,21.7,Elephant,Roasted
8691,,08-05-1995,,TRUE,1.314,ADITI,CLUNY,SULLIVAN-SMITH,Tuesday,3,Dog,Roasted
8692,Yes,30-01-2006,5:44:31,FALSE,1.07,STARLETT,JING,POURNIOTIS,Monday,29.5,Cat,Medium
8693,No,26-09-2019,20:03:33,TRUE,1.799,HSIN-YI,TIKITA,KRINS,Tuesday,6.1,Snail,Roasted
8694,Yes,04-12-1992,10:13:02,TRUE,1.989,VIRAAJ,CHARMI,LEEDHAM,Tuesday,29.4,Elephant,Milk
8695,,29-05-2000,,TRUE,1.843,KOMLAN,KEELAN,RAJASHEKAR,Monday,16.4,Snail,Medium
8696,,14-12-2010,9:44:07,FALSE,1.976,VENGATERI,ATIWAT,HRYCIUK,Sat,11.2,Snail,Medium
8697,,16-05-1994,12:40:39,FALSE,1.019,BARRY-WAYNE,ADELLA,ZDANSKY COTTLE,Sun,44.4,Elephant,Dark
8698,Yes,27-06-2017,8:58:31,,1.895,RHEIF,,HONDA,Thurs,-2,Elephant,Medium
8699,Yes,19-08-2004,3:01:58,FALSE,1.449,TAMIKKA,LESLI,AULT BARRIE,Thurs,43.9,Elephant,Dark
8700,,27-08-2001,16:10:59,FALSE,1.967,PEEL,TAHLYA,CLARENCE,Tuesday,18.9,Cat,Medium
8701,,20-11-1982,,,1.216,HSIA,ANNELEAS,ALVARADO,Sat,3,Snail,Medium
8702,,09-06-2016,10:05:13,TRUE,1.335,JOYDEL,AMANAT,ESFAHANI KAN,Fri,25,Snail,Medium
8703,,17-02-2012,18:13:48,TRUE,1.102,AN,LINSEY,LE'RAYE,Tuesday,29.1,Cat,Medium
8704,Yes,25-09-2012,22:00:10,TRUE,1.174,KANISHKA,KANGYA,BENDER,Thurs,13.5,Elephant,Roasted
8705,No,13-02-2011,9:02:42,TRUE,1.022,JUDAH,WEI-EN,WINKLER,Tuesday,44.9,Giraffe,Roasted
8706,,20-02-2005,2:03:56,TRUE,1.318,WIN,ROYSTON,SGRECCIA,Thurs,11.2,,Roasted
8707,,28-02-1996,0:26:04,TRUE,1.109,EVEN,,MEYERS,Thurs,44.2,Snail,Milk
8708,,,8:03:21,TRUE,1.721,HILLS,,TETE,Sun,26.6,Snail,Roasted
8709,No,17-04-2004,7:37:58,FALSE,,EMIN,,ALZAYDI,Sat,27.3,,Roasted
8710,,24-09-2009,,FALSE,1.465,PEPPER,,DE ALEXANDRIS,Wed,37,Dog,
8711,,06-05-2006,21:17:19,FALSE,1.326,LARSON,ZACCERY-JAMES,EIFFE,Sat,29.6,Snail,Milk
8712,Yes,10-09-1997,15:10:13,,1.918,YESEUL,,WESCOMBE,Sat,23.5,Cat,Dark
8713,,,2:43:51,,1.485,ALEXIZA-ROSE,,MAGRATH,Thurs,6.5,Dog,Milk
8714,,07-06-2007,18:06:52,TRUE,1.101,MANYOK,,PLANTHABER,Sun,15,Elephant,Milk
8715,,,23:04:58,FALSE,1.922,JAQULYN,,CASTREE,Sun,19.7,Elephant,Milk
8716,Yes,01-06-1984,23:40:55,TRUE,1.416,PETER-JAMES,,RYCROFT,Thurs,3.1,Giraffe,Dark
8717,No,28-09-1989,21:56:56,TRUE,1.413,ASIFAH,,MAVRAIDIS,Thurs,3.2,,Medium
8718,Yes,15-05-1998,5:39:00,TRUE,1.622,ROBROY,ROSSCO,SOULIADIS,Monday,10.6,Snail,Milk
8719,,01-10-1992,8:00:12,FALSE,1.279,JERILINE,,MILERA,Thurs,6.4,Cat,Dark
8720,,17-07-1999,9:57:25,TRUE,1.45,LILIANNE,,KUSALKAR,Sun,18.7,Elephant,Roasted
8721,,22-10-1993,3:33:18,FALSE,1.152,MAANAS,SHIEEKA,GHETIA,Fri,-1.9,,Roasted
8722,Yes,23-09-2017,2:35:26,,1.533,GARRETT,,NIDUMOLU,Monday,21.1,,Dark
8723,,21-12-2002,5:39:53,FALSE,1.709,BUDDEN,,WILKE,Tuesday,7.3,Cat,Dark
8724,,29-04-2001,,TRUE,1.008,SKEVOS,ROU,GHANEM,Fri,42.3,,Dark
8725,,08-04-2013,14:48:23,FALSE,1.661,HARNOOR,LAQUAHN,SATOUR,Sat,34.6,Dog,Medium
8726,,27-01-1983,23:30:39,FALSE,1.961,GEEVE,,VIRGO,Fri,0.6,Elephant,Medium
8727,,24-10-2016,20:11:56,TRUE,1.96,ROBERT DEAN,MINELLE,NEGRIN LEE,Monday,-2.5,Snail,Dark
8728,Yes,08-03-2003,6:49:44,FALSE,,RACHELLE,ISAIAS,TOLAND,Wed,2,Giraffe,Dark
8729,No,,10:03:10,TRUE,1.909,PAI,,SANDSTROM,Sat,20.7,Snail,Dark
8730,,10-05-2011,,FALSE,1.552,TABE,,SALIMA ISSA,Fri,21.6,Elephant,Medium
8731,,24-01-2008,6:28:44,TRUE,1.901,MAUI,,PIENING,Wed,41,Snail,Milk
8732,,08-05-1983,3:14:59,TRUE,1.897,RAHENNA,DAMELIAH,GAONKAR,Tuesday,7,,Roasted
8733,,25-06-2006,20:05:11,TRUE,1.542,MCKAY,SUIRAMAWI,VAN GASTEL,Fri,28.5,Elephant,Roasted
8734,,,12:57:21,TRUE,1.931,BAILEE,,PRESS-DAMIANI,Wed,2.4,Snail,Milk
8735,,03-02-2014,16:43:11,TRUE,1.756,FARADIBAH,NOORI,RAJASINGHAM,Tuesday,41.5,,Medium
8736,,01-07-2001,8:56:35,TRUE,1.152,KHAN,J.A.C.K.,RODNEY,Sun,8,Snail,Medium
8737,,12-02-2010,2:46:58,TRUE,1.396,KAWINDYA,BHAVREET,GOLDSMITH-SANSBURY,Sat,19.3,Cat,Roasted
8738,No,20-06-1996,,FALSE,1.693,LAVANYA,DAUN,RAZA,Tuesday,25.7,Giraffe,Dark
8739,Yes,,23:59:50,FALSE,1.973,JOY,THLIA,VIGOUROUX,Sat,11.3,Cat,Dark
8740,,11-08-1987,11:06:37,FALSE,1.133,DANIELE,RUSAKYA,FRANSISCA,Sat,15.8,Dog,Medium
8741,,02-12-2017,23:50:27,,1.493,ADAM,WILLMEN,KEHINDE,Sun,39,Dog,Dark
8742,No,29-08-1994,13:35:49,FALSE,1.205,HUA,,VELLA,Monday,5.7,Snail,Milk
8743,,18-11-1987,5:43:57,FALSE,1.389,KAI-MANI,,REARDON-HOOD,Sun,29.4,Giraffe,Dark
8744,Yes,20-12-2019,16:06:41,TRUE,1.366,RAUF,ROSE-LEIGH,ELMSLIE-OLIVER,Sun,16.7,Elephant,Roasted
8745,Yes,02-12-2001,23:29:11,FALSE,1.567,GEORGE RAGHEB,KITARA,OMARI,Sun,13.9,Dog,Milk
8746,,19-07-2007,14:55:48,TRUE,,ESPERANZA,KUMAIL,MOORE LAING,Sat,34.9,Elephant,Roasted
8747,No,,10:14:39,TRUE,1.597,ZHIWEN,,GUZMAN AHUMADA,Wed,34.1,Elephant,Dark
8748,,09-01-1987,0:05:56,FALSE,1.867,KRUPA,MIRISCHA,KEROLOSS,Wed,40.4,Dog,Dark
8749,,13-05-1993,1:23:24,FALSE,,MANPRITA,WU,RAMADAN MOHAMED,Wed,8.1,Snail,Dark
8750,,30-06-1990,10:23:18,TRUE,,JAEMI,KURANYE,MULDA,Wed,11.3,Giraffe,Medium
8751,,11-04-2013,7:58:16,,1.622,TARNEY,DOB,DEED-COLE,Thurs,0.1,,Dark
8752,No,16-06-2007,,TRUE,,VIKTORIJA,,KAMSOUMPHOU,Fri,14.8,Cat,Medium
8753,,17-11-2017,21:36:43,,1.594,CAROLINE,FAYROUZ,MARAFIOTE,Tuesday,29.7,Giraffe,Dark
8754,No,17-07-2000,2:11:56,FALSE,1.967,TABASSOM,SNIT,SCHENK,Sun,29.1,,Milk
8755,,12-12-1998,14:13:00,TRUE,1.618,SAMAI,KELLY,FABRIZIO,Tuesday,22.7,Elephant,Medium
8756,Yes,,7:01:24,TRUE,,SAHERA,,,Fri,13.5,Dog,Medium
8757,No,24-11-2005,2:57:07,TRUE,1.829,MANG,,UHLMANN,Tuesday,19.4,Cat,Dark
8758,Yes,27-07-1994,0:32:59,FALSE,1.113,LEENDERT,,DUNGERY,Tuesday,23.7,Snail,Dark
8759,,13-09-2016,21:17:11,TRUE,1.809,BRUNS,,GEORGAS,Thurs,18.7,Dog,Dark
8760,,15-07-2017,6:49:21,TRUE,1.013,PAISAN,EVA-CAROLINE,ABUBAKAR,Thurs,28,Cat,
8761,,20-06-2001,22:35:35,TRUE,1.917,ABBIEGAIL,NGAMATA,BISHIKWABO,Thurs,40.4,Elephant,Roasted
8762,,10-12-1980,18:17:33,FALSE,1.227,SHIYANN,BROEDY,ALBAKRI,Fri,18.7,Dog,Roasted
8763,,,16:50:57,TRUE,,CHINNA,,BUGHIO,Monday,28.1,Elephant,Roasted
8764,,,6:10:47,TRUE,,ASEEL,HANSON,KHARAGHANI,Monday,-2.1,Elephant,Medium
8765,,27-02-1993,17:32:37,,1.275,BIKRANTVEER,SHALUKA,PACULA,Thurs,32.4,Giraffe,Dark
8766,,28-12-2020,14:56:49,FALSE,1.708,BOAZ,,MITTON-BAKER,Fri,10.1,Snail,Milk
8767,,19-08-2002,22:21:32,TRUE,1.642,VYTAS,GAM,HLAWNCEU,Wed,21.4,Elephant,Roasted
8768,Yes,22-11-2020,0:37:37,TRUE,1.399,NANETTE,IZZABELL,MURPHY-WILLIAMS,Thurs,41,Dog,Medium
8769,,,23:29:54,FALSE,1.256,COCO-NICOLE,KAIFALLAH,PASH,Monday,12.5,Elephant,Milk
8770,,,5:50:02,FALSE,1.125,SALEH,MIKX,KARATAS,Sun,14.5,Giraffe,Dark
8771,,02-07-2000,15:14:26,TRUE,,PAPILLION.,,BINGHAM-ANDARY,Wed,-1.2,,Dark
8772,,06-05-1995,21:52:10,FALSE,1.578,WEBBER,WILDWOOD,PAWLYK,Wed,26.7,Giraffe,Dark
8773,,13-07-1993,16:46:08,TRUE,1.812,ELLORA,FOTEINI-ELENI,BRIENT,Wed,2.3,Snail,Medium
8774,No,,5:07:34,TRUE,1.922,KOSTIA,CHE'NELLE,GREENSTOCK,Monday,10.4,Cat,Roasted
8775,Yes,04-08-1993,16:59:35,TRUE,1.266,ERNEO,KINEZA,CHEDELLA,Fri,29.6,Giraffe,Milk
8776,No,03-10-1997,21:27:32,TRUE,,MORI,,REDWOOD,Fri,30.4,,Roasted
8777,,16-03-1986,15:45:22,TRUE,1.962,CODIE,MOETU,HENDERSON-GRANFIELD,Sun,34.6,Snail,Milk
8778,,01-01-1983,6:42:20,TRUE,1.727,ROERT,LIYEMA,SMIRK,Wed,36.7,Snail,Dark
8779,,08-03-2018,,TRUE,1.712,HOYEON,SATHUSHMI,SPENCER-JONES,Sat,17.9,Snail,Roasted
8780,,,23:04:43,FALSE,1.659,HAJJ,BITOKENJA,BUYENS,Sat,1.7,Elephant,Milk
8781,No,26-09-1998,18:11:00,TRUE,1.121,JESSIE,BOEDY,BAKER,Sun,-0.7,Snail,Medium
8782,,16-08-1986,5:18:34,FALSE,1.739,GANGA,SHIANNE,GREENROD,Sun,36.9,Elephant,Medium
8783,,26-01-2002,6:59:51,TRUE,,TE'ARA,,ROBERTSON-WILLIAMS,Tuesday,25.9,,Dark
8784,No,14-05-1993,22:42:05,TRUE,1.405,JUNGSOO,,KETSURIWONG,Tuesday,20.5,Dog,Medium
8785,,12-03-1989,13:31:14,FALSE,1.229,NATASKIA,,SZEGFU,Sat,39.1,Cat,Dark
8786,,22-07-2000,14:11:17,FALSE,1.591,LOUDON,,LANGI - WITHDRAWN,Sun,34.1,Cat,Dark
8787,No,13-01-1994,6:03:31,TRUE,1.254,MERVEILLE,BARRETT,VEREY,Sun,24,Dog,Milk
8788,No,21-06-2019,21:49:53,TRUE,,ALEKSANDIR,TOBE-JAMES,CLARK-EAST,Thurs,1.8,Cat,Medium
8789,No,10-01-1980,3:59:50,FALSE,,DENI,,ASHMIT,Wed,1.9,,Medium
8790,,27-02-2007,4:48:29,TRUE,1.879,ILEKTRA,SARK-BETRAM,JORQUERA,Sun,12.8,,Dark
8791,,03-07-2012,1:24:53,FALSE,,GRACE,TATE,HARVEY-DOUGLAS,Sun,44.7,,Roasted
8792,Yes,08-02-2020,,FALSE,,DWIPA,,HONDREZ,Sat,6.6,,Dark
8793,,31-03-2006,12:21:54,TRUE,1.924,ABIGAIL,,SINOR,Tuesday,13.1,,Medium
8794,No,03-10-1981,20:15:15,TRUE,1.409,TRESORE,,AHO KHAMISI,Wed,40.7,Snail,Dark
8795,,,6:07:39,TRUE,1.99,JOCHEBED,EVALYNE,ANDRASIC-SMITH,Sat,16.4,Giraffe,Milk
8796,No,29-04-1997,19:33:01,TRUE,1.806,VALMAI,OSAYI,NIKAEIN,Monday,23.8,Giraffe,Dark
8797,,04-09-2008,,FALSE,,SHREEJAL,VEDANT,LA VANDA,Sat,15,Giraffe,Medium
8798,,21-06-2018,4:24:53,TRUE,1.426,JEAN-PAUL,SVENARBI,BALLINGER,Wed,30.9,Snail,Medium
8799,Yes,22-07-2001,21:05:20,TRUE,1.524,ELLA-GRACE,,EDDY,Wed,23.1,Giraffe,Dark
8800,No,24-02-2009,,TRUE,1.163,ALMONT,RIDHAAN,GROOMBRIDGE,Fri,7,Elephant,Medium
8801,,23-12-2006,3:29:21,FALSE,1.636,SHADYA,,TEMME,Thurs,23.3,,Milk
8802,,19-10-2010,,FALSE,1.513,ABULFAZL,MILAD,SZULCZEWSKI,Sun,12.9,Snail,Milk
8803,,30-10-1996,13:56:28,TRUE,1.287,TABAN,SHANNAH,CAIRNS-HAZELL,Fri,41.2,Elephant,Medium
8804,Yes,19-08-2004,22:45:56,FALSE,1.229,JERUBEN,ALISSAR,SHREERAM,Wed,1.3,,Milk
8805,,05-01-1996,7:56:25,TRUE,,CIANNA,MICHELLE T,DE LEEUW,Monday,3.3,,Milk
8806,,27-10-2014,2:21:26,,1.876,SAHAJDEEP,,FISHER-NICKS,Sat,27.1,Snail,Roasted
8807,No,13-05-2008,8:12:34,FALSE,1.466,METHMI,ARIENNE,KOSTOFF,Tuesday,34,Giraffe,
8808,,05-05-1988,23:35:18,FALSE,1.153,YSHMAEL,LIATA,NASUTI,Tuesday,43.8,Snail,Roasted
8809,No,07-08-2020,19:00:51,FALSE,1.53,TAK-LEONG,SALVANNAH,GRETCHKO,Thurs,34.3,Snail,Roasted
8810,Yes,07-10-2017,,TRUE,1.515,ROSE ELIZABETH,,JING,Wed,27.6,Cat,Dark
8811,,29-03-1983,2:45:53,FALSE,1.295,PYPAH,,WATKINS - JARRETT,Thurs,41.8,Dog,Dark
8812,,14-02-2014,7:00:43,FALSE,,HOUNUI,RACHAEL,MARRACK-TUCKER,Fri,22.1,Cat,Milk
8813,,09-03-1993,3:28:41,TRUE,,CASANNE,,KLEMBT,Thurs,3.9,,Medium
8814,,05-04-2012,8:32:15,TRUE,1.589,BENJAHMON,ASHALA,ROHANI MOHEB,Thurs,-0.3,Cat,Milk
8815,,15-06-1983,18:24:07,FALSE,1.17,DAVIE,,PASMATGIS,Tuesday,5.3,,Milk
8816,,18-03-2017,13:20:20,FALSE,1.711,LIHI,JISELLE,VASQUEZ,Wed,0.2,,Dark
8817,Yes,01-12-2016,8:16:23,FALSE,1.394,CONG-HUI,KAIANA,HIVON,Monday,10.8,Dog,Medium
8818,,19-12-2016,21:06:43,TRUE,1.114,MORTIMER,,WARRIOR-PAIGE,Tuesday,39.8,Snail,Milk
8819,,31-10-1998,12:47:11,FALSE,1.786,TOMISIN,,ALKAHALAF ALKHARABEH,Sat,38.4,Cat,Roasted
8820,No,09-01-1986,18:44:53,TRUE,1.886,LAYLAH,NAJWA,CLEAVER-SMITH,Sun,7.1,Cat,Medium
8821,,26-11-1989,2:32:15,TRUE,1.099,NGA,MOANA PUL,,Fri,10,Giraffe,Milk
8822,,15-01-1982,6:45:04,TRUE,1.852,SHI-XI,RAINBOW,KOLAK,Wed,13.7,,Roasted
8823,,18-01-2012,9:02:46,FALSE,1.625,AISTON,CHERREE,KOSMAS,Thurs,36.1,Cat,Milk
8824,,24-06-1983,16:10:33,FALSE,1.134,NOLAN,,PARISH-RICHMOND,Wed,13.4,Snail,Roasted
8825,,09-06-1994,9:56:57,FALSE,1.233,KATHARAYN,NICIA,CRAFFORD,Tuesday,8.7,Dog,Dark
8826,Yes,04-05-2014,17:46:55,TRUE,1.135,ADANNA,,NANKIVELL-WATKINS,Sat,23.5,Giraffe,Medium
8827,,,5:33:58,TRUE,1.923,LIMOUX,,GOWER-EDWARDS,Wed,26.9,Giraffe,Roasted
